de,en
Ein Blick ins Innenleben am Opschlag 8 gibt dem Betrachter auf Anhieb ein gutes Gefühl.,A glance into the internal workings at Opschlag 8 gives the onlooker a positive feeling right from the outset.
"""Es soll aber eine Chronik nicht nur von Geisingen selbst werden, sondern ein gedrucktes Werk über das Geisingen von heute, das eben aus Geisingen, Kirchen-Hausen, Leipferdingen, Aulfingen und Gutmadingen besteht"", so Bürgermeister Walter Hengstler.","""However, it will not merely be a chronicle of Geisingen itself, but rather a printed work on the Geisingen of today, which now consists of Geisingen, Kirchen-Hausen, Leipferdingen, Aulfingen and Gutmadingen,"" said Mayor Walter Hengstler."
"Das Energieministerium der USA erklärte am Mittwoch, das US-Angebot habe letzte Woche um 4,1 Millionen Barrel zugenommen.",The Energy Department said Wednesday that U.S. supplies increased 4.1 million barrels last week.
"Der Geheimdienst-Enthüller Edward Snowden hat prinzipielles Interesse, Deutschland bei der Aufklärung der immer brisanter werdenden NSA-Spähaffäre zu helfen.","Secret Service whistleblower, Edward Snowden, has a fundamental interest in helping Germany clarify the increasingly explosive NSA espionage scandal."
"Der Anwalt hatte Angst, seine heimliche Drogenabhängigkeit könnte ans Licht kommen",The solicitor feared his secret drug addiction would be exposed
"Die genauen Vorgänge bei der Entstehung von Sternen aus großen Gaswolken - und damit auch der Entstehung von Planeten, die diese Sterne umkreisen - liegen immer noch im sprichwörtlichen Dunkeln.",The precise processes for the formation of stars from large gas clouds - and thus the formation of the planets that orbit these stars - lie in proverbial darkness.
"Wir hatten wirklich Spaß daran, den Defender Challenge-Wagen zu entwickeln – das wird eine unterhaltsame Meisterschaft.",We've really enjoyed developing the Defender Challenge car - it'll be a really fun championship.
"Die Ursache der Explosion sei nicht bekannt, erklärte er.","The cause of the blast was not known, he said."
"Snowden bereit, mit Deutschland in Bezug auf US-Überwachung zu „kooperieren“","Snowden ready to ""cooperate"" with Germany over US surveillance"
"Grund 2014 dieses 1250-jährige entsprechend zu feiern, zusätzlich liegt auch noch die Gemeindereform 40 Jahre zurück.","One reason for choosing 2014 to celebrate the 1,250-year anniversary in this way, is that it also coincides with the 40th anniversary of the Community Reform (Gemeindereform)."
"Das Tribunal hat außerdem das Recht, den Besitz der Betroffenen zu beschlagnahmen, wenn eine Strafe nicht bezahlt wird.",The tribunal also has the power to seize the property of an offender if a fine is not paid.
Kenianische Presse empört über kontroverses Mediengesetz,Kenyan press outraged at controversial media law
"HSBC, Citigroup, JPMorgan und Credit Suisse haben außerdem interne Untersuchungen eingeleitet oder Informationsanfragen von Behörden erhalten, sagten mit der Situation vertraute Personen.","HSBC, Citigroup, JPMorgan and Credit Suisse have also launched internal probes or received requests for information from regulators, said people familiar with the situation."
"Frontier folgt Spirit auch bei den 2 Dollar, die für Kaffee, Tee, Limonade oder Saft verlangt werden.","Frontier is also following Spirit's $2 charge for coffee, tea, soda, or juice."
Frankfurter Parkgebühren sollen kräftig steigen,Frankfurt parking fees to increase dramatically
"Ditta wurde später verhaftet, stritt aber ab, Kokain zu nehmen und sagte, er habe mit dem mutmaßlichen Dealer gesprochen, weil dieser sein Mandant sei, und behauptete, ihre Diskussion unterliege dem „Anwaltsgeheimnis“.","Ditta was arrested later but denied using cocaine and and said he had been speaking to the suspected dealer because he was his client and argued their discussions were subject to ""legal privilege."""
Hinter den aktuellen Etat- und Währungsproblemen liegt ein tiefer gehendes europäisches Produktivitätsproblem.,Beyond the current budget and currency problems lies a deeper European productivity malaise.
Das Bronzetreppchen erreichten Rainer und Bernd Maier des Teams Asphaltriecher.,Bronze went to Rainer and Bernd Maier of the Asphaltriecher team.
"Selbst enge Verbündete haben Geheimnisse voreinander – und versuchen alles, um herauszufinden, was zurückgehalten wird.",Even close allies keep things from one another - and work every angle to find out what's being held back.
Derzeit gebe es einen gewissen Überhang aufseiten Europas und insbesondere Italiens.,At the moment there is a sort of bias towards Europe and especially towards Italy.
"Der Beamte erläuterte nicht, was das Ziel gewesen sei, sagte aber, es sei mindestens eines gewesen.","The official did not specify what the target was, but said there was at least one."
"Vor Tests am Menschen werden noch weitere Versuche benötigt, was noch einige Jahre dauern kann, doch Professor Ronald Crystal vom Weill Cornell Medical College in New York sagte, die ersten Ergebnisse seien gut.","Further tests are needed before starting human trials, which would take several years, but Professor Ronald Crystal of Weill Cornell Medical College in New York said the early signs are good."
Die Prepaid-Handys werden hinterher weggeworfen.,The prepaid mobiles are then thrown away afterwards.
Es gibt viele umfassend publizierte Theorien über die Ursachen frühzeitiger Pubertät.,There are lots of well-publicized theories about the causes of precocious puberty.
Die Sonntagsleerung ist gerade bei Terminpost ein wichtiger Postservice.,"The Sunday collection is an important postal service, especially in the case of scheduled post."
"Mehrheitlich wurde dem Umbau dieses Bahnübergangs die Zustimmung verweigert, da die Stadt Schiltach das Problem mit aufsitzenden Fahrzeugen ""ausbaden müsste"", so die Räte, da sich die Bahn nach Abschluss der Bauarbeiten aus der Verantwortung zurückziehen könne.","According to the councillors, the reconstruction of this railway line was rejected by a majority, as the town of Schiltach would ""bear the brunt of the cost"" for the problem of vehicles becoming stuck, since the Deutsche Bahn would be able to deny any responsibility following the completion of the construction work."
Die Ergebnisse blieben hinter den Prognosen zurück und führten zu einem Kurssturz von über acht Prozent an der Börse von Toronto.,Results fell short of forecasts and sent shares sliding more than 8 percent on the Toronto Stock Exchange.
"„Die Menschen denken, dass die Regierung und der Präsident für die Zukunft des Landes verantwortlich sind und er derjenige sein sollte, der Lösungen für die Probleme findet“, erklärt er.","""People think the ones responsible for the future of the country are the government and the president, and he should be the one to find solutions for the problems,"" he says."
Die Opfer sollen zur konkurrierenden Gruppierung Hells Angels gehört haben.,"The victims were said to have belonged to the competing gang, the Hell's Angels."
"„Wir streben nach einer besseren Zukunft, einem neuen Ägypten und einer zweiten Republik“, sagte Mursi bei der feierlichen Zeremonie, die live im staatlichen Fernsehen übertragen wurde.","""We aspire to a better tomorrow, a new Egypt and a second republic,"" Morsi said during a solemn ceremony shown live on state television."
"Es gehe um die treuesten Kunden von Frontier, die deutlich zum Ausdruck gebracht hätten, dass es immer schwerer werde, Platz im Fach über dem Sitz zu finden.",It's about Frontier's most loyal customers making it very clear that finding overhead bin space has become increasingly difficult.
"Vor sechs Jahren kamen Gedanken zur Anlegung eines Kunstrasensportplatzes auf, was allgemein als die ultimative Lösung angesehen wurde.","Six years ago, thoughts turned to laying an astro-turf pitch, which was generally viewed as the perfect solution."
"„Die meisten dieser Headliner fingen bei Carolines an und wurden dann immer erfolgreicher, bis sie irgendwann zu bekannt waren, um in einem Club aufzutreten“, sagte Hirsch.","""Most of these headliners appeared at Carolines, and went on to greater success, to the point where they're too big to play a club,"" Hirsch said."
Mit dabei sein wird der als singender Wirt und Schwarzwurstbaron bekannte Heinz Koch aus Weilen unter den Rinnen.,"Heinz Koch from Weilen unter den Rinnen will also be there, better known as the 'singing inn keeper and black sausage baron""."
Die Wahrheit zu sagen ist aber kein Verbrechen.,"However, speaking the truth is not a crime."
"Bereits vor 15 Jahren gab es die ersten Überlegungen zur Lösung des Problems, als an den Bau eines dritten Platzes beim Gelände des Fußballclubs oder bei der Realschule am Salinensee gedacht wurde.","It was way back 15 years ago that solutions to the problem were first considered, when the construction of a third pitch on the football club site or at the secondary school on Salinensee Lake were considered."
"""Laut aktuellen Messungen durchfahren auf der B 33 täglich etwa 12 000 Fahrzeuge die Gemeinde Gutach, davon sind etwa zehn Prozent Schwerlastverkehr"", betont Arnold.","""According to current measurements, around 12,000 vehicles travel through the town of Gutach on the B33 on a daily basis, of which heavy goods traffic accounts for around ten per cent,"" emphasised Arnold."
"Mick Jagger erklärt, er habe Katy Perry nie angemacht, als sie 18 war.",Mick Jagger says he never hit on Katy Perry when she was 18.
"Der Knirps, der noch nicht einmal im Kindergarten ist und erst vor ein paar Monaten seine ersten Schritte gemacht hat, und sein Shetland-Pony Toffee trabten locker durch die drei Runden und holten den ersten Preis – wobei sie 30 erwachsene Gegner hinter sich ließen.","Not yet in school and just months on from taking his first steps, the toddler and his pet Shetland pony Toffee trotted through the three rounds with ease to take the top prize - leaving their 30 adult opponents trailing behind."
"Man darf gespannt sein, wie die Reaktionen auf der Südtribüne dann ausfallen.",It will be interesting to see the reactions in the south stand then.
"Ich glaube, es ist denkbar, dass diese Daten zum gegenseitigen Nutzen verwendet werden.",I think it's conceivable that these data are used for mutual benefit.
"""Ohne die Unterstützung der Arbeitgeber kann die daraus resultierende Belastung der Beschäftigten zu einer Beendigung des Arbeitsverhältnisses führen"", sagte Wolf.","""Without support from their employer, the resulting burden placed on employees could result in the termination of the employment contract,"" said Wolf."
"Nach dem Film gibt es Kaffee, Tee und Kuchen.","The film will be followed by coffee, tea and cake."
"Vertreter der deutschen Bundesanwaltschaft könnten entweder schriftlich Fragen stellen oder den 30-Jährigen auch persönlich in Russland treffen, meldete die Agentur Interfax.","Representatives of the German Federal Prosecutor's Office could either submit questions in writing or meet the 30-year-old in person in Russia, reported the Interfax Agency."
"Seine Storys haben Filmregisseure wie Ridley Scott, Paul Verhoeven und Steven Spielberg inspiriert.","His stories have inspired film producers such as Ridley Scott, Paul Verhoeven and Steven Spielberg."
"Der verstörte neunjährige Sohn des Mannes, der mit ihm nach Australien gekommen war, wird seit dem Tod seines Vaters am Mittwoch von einem erwachsenen Cousin betreut, der ebenfalls auf dem Boot war.",The man's distraught nine-year-old son travelled to Australia with him and has been comforted since the death of his father on Wednesday by an adult cousin who was also on the vessel.
"Mit ""Euclid"" hat die Esa auch hier bereits eine M-Mission bewilligt, deren Start für 2020 vorgesehen ist.","With ""Euclid"", the ESA has already approved an M-mission, planned to commence in 2020."
Bei jeder Bewegung der Umschlaggeräte tönt ein schrilles Warngeräusch übers Gelände.,"With each movement of the handling machines, a shrill warning noise rings out over the site."
"Der YMCA NSW sei in der Zeit, als Jonathan Lord zwischen 2009 und 2011 dort beschäftigt war, keine für Kinder sichere Organisation gewesen, erklärte Professor Stephen Smallbone von der Griffith University, Experte für sexuellen Kindesmissbrauch, der Kommission.","YMCA NSW was not a child safe organisation at the time Jonathan Lord was employed between 2009 and 2011, child sex abuse expert Professor Stephen Smallbone of Griffith University told the commission."
Viele Spieler habe ich selber noch in der A-Jugend trainiert.,I trained many of the players myself in the A-Youth.
"Es weckt in mir die Sehnsucht nach den vielen Versprechen, die sich in Luft aufgelöst haben.",It makes me yearn for the many promises that disappeared.
"Basharat Ditta, 42, versorgte Unterweltgröße Neil Scarborough mit sensiblen Informationen über Ermittlungen zu dessen Aktivitäten im Drogenhandel, nachdem er durch seine eigene Kokainsucht kompromittiert worden war.","Basharat Ditta, 42, would feed sensitive intelligence to crime lord Neil Scarbrough about inquiries into his drug trafficking activities after he became compromised by his cocaine habit."
Palmer kritisierte auch die Verwendung von Bleistiften beim Markieren der Stimmzettel.,Mr Palmer also criticised the use of pencils to mark ballots.
Bis zur Gerichtsverhandlung befand sie sich vor Ort in Polizeigewahrsam.,She was held in local police cells before the court hearing.
Weiß er über das Telefon-Hacking Bescheid?,Does he know about phone hacking?
"Mit 60 Jahren als Sänger ist Hubert Wermters Geschichte beim Männergesangverein Cäcilia fast doppelt so lange wie die des Herbsfestes, in dessen Rahmen er feierlich geehrt wurde.","Having been a singer for 60 years, Hubert Wermter's story with the Cäcilia Male Choral Society is almost twice as long as that of the Autumn Festival, during which he was ceremonially honoured."
"Ein paar Pommes, eine Cola, ein Burger - und dann nix wie ab nach Hause und ins Bett!","A few chips, a coke, a burger - and then straight home and into bed!"
"Auch sei an dieser Stelle das Risiko einer Kollision des Zuges mit einem auf dem Übergang stehenden Fahrzeug deutlich geringer als an den anderen Bahnübergängen, weil sich direkt daneben der Haltepunkt Mitte befinde, zu dem eine gute Sichtverbindung bestehe.","At this point, the risk of a train collision with a vehicle positioned on the crossing is considerably lower than at other railway crossings, on account of the fact that there is a midpoint from which there is a good line of sight, directly alongside the stopping point."
Durchsagen wie diese wird es künftig am Flughafen Wien-Schwechat nicht mehr geben.,"In future, announcements such as this will no longer happen at Vienna International Airport."
Abends führt das Team einfache Operationen mit örtlicher Betäubung aus.,"In the evenings, the team will do simple surgeries with local anesthesia."
NSA-Enthüllungen verstärken Firmenparanoia wegen staatlicher Überwachung,NSA revelations boost corporate paranoia about state surveillance
"Sowohl Airbus als auch Boeing behaupten 20 Prozent mehr Effizienz pro Sitz bei ihren neuesten zweimotorigen Langstreckendesigns als der Marktführer in diesem Segment, die 365-sitzige Boeing 77-300ER.","Both Airbus and Boeing claim 20 per cent better efficiency per seat in their latest twin-engined long-haul designs than the market leader in that segment, the 365-seat Boeing 777-300ER."
"Zum Abschluss der Feierlichkeiten aus Anlass seines 160-jährigen Bestehens wird der Liederkranz Dunningen zwei Gottesdienste mit der ""Deutschen Messe"" von Franz Schubert umrahmen.","To close the celebrations on the occasion of its 160th anniversary, the Liederkranz Dunningen (Dunningen Amateur Choir, or Glee Club, if you like) will perform Franz Schubert's ""Deutsche Messe"" (German Mass) to accompany two church services."
"""Das habe ich verboten"", erklärte er.","""I have banned it,"" he explained."
Alles für ein unvergessliches Fest.,Everything you need for an unforgettable celebration.
"Vor der Aktion der BI war ein Transparent mit der Botschaft ""Wir sind dafür"" angebracht worden.","Before the citizen's initiative project, a banner with the message ""We are in favour"" was put up."
Ägypten vereidigt ersten frei gewählten Präsidenten,Egypt swears in first freely elected president
"„Je nach Zustand des Plans könnten wir die erweiterte Nutzung elektronischer Geräte sehr bald genehmigen“, gab die FAA in einer Verlautbarung bekannt.","""Depending on the condition of the plan, we could approve expanded use of electronic devices very soon,"" the FAA said in a statement."
"Die Entscheidung hat schmerzhafte Erinnerungen bei June Corteen geweckt, einer Mutter aus Perth, die ihre 39 Jahre alten Zwillingstöchter Jane und Jenny in der von Patek und seinen Mitverschwörern vor fast zehn Jahren angerichteten Verwüstung verloren hat.","The decision has reignited painful memories for Perth mother June Corteen, who lost her 39-year-old twin daughters Jane and Jenny in the destruction unleashed by Patek and his co-conspirators almost a decade ago."
"Sie möchten nicht, dass wir ihnen diktieren, was sie profitabel macht.",They don't want us to dictate to them what makes them profitable.
"Passagiere, die versuchten, diese zu umgehen, haben deshalb soviel wie möglich ins Handgepäck gestopft, was zur Folge hat, dass die Gepäckfächer über dem Sitz häufig überfüllt sind.","Passengers trying to avoid those fees have been stuffing as much as they can into carry-on baggage stashed in overhead bins, meaning those bins often run out of space."
"Da wird am 2. November mit dem TV Baiersbronn, der sich in Nagold klar durchsetzen konnte, ein wesentlich leistungsstärkerer Gegner auf dem Feld stehen.","On 2 November, when they play TV Baiersbronn, who managed a clear victory in Nagold, they will step onto the court to face a much stronger opponent."
"Eltern sollten nicht zögern, sich von ihrem Kinderarzt beraten zu lassen, wie sie mit ihrem Kind sprechen sollten.",Parents should not hesitate to get guidance from their pediatrician about how to talk with their child.
Schmeckt dir mein Essen nicht mehr?,Do you not like my food any more?
"Eine weitere Zeugin, bei der eine der Frauen am ganzen Körper blaue Flecken entdeckt hatte, habe bis heute keine Aussage gemacht.","A further witness, whereby one of the woman had suffered blue bruises all over her body, is yet to make a statement."
Konstanz: Radler fährt 63-Jährigen um,Konstanz: Cyclist knocks over 63-year-old man
"Die Preise lagen zugedeckt auf einem Tisch und wurden humorvoll umschrieben, bevor sie an die Gewinner übergeben wurden.","The prizes were placed, covered, on a table and were humorously paraphrased prior to being presented to the winners."
Nur eine Sekunde dahinter konnte sich der Routinier Ballerstedt den zweiten Platz in der Gesamtwertung sichern.,"Only one second later, the experienced Ballerstedt managed to take second place in the overall standings."
"Nevada gehört zu einer Reihe von Bundesstaaten, die nun nach erschwinglicher Technologie Ausschau halten, mit der der Staat die gefahrenen Kilometer erfassen kann, aber nicht genau wann und wo.","Nevada is among several states now scrambling to find affordable technology that would allow the state to keep track of how many miles a car is being driven, but not exactly where and at what time."
Präsident François Hollande empfing zwar am Donnerstag im Pariser Élysée-Palast Vereins- und Verbandsvertreter und hörte sich auch deren Klagen an.,"President François Hollande welcomed club and association representatives to Paris' Élysée Palace on Thursday, where he listened to their complaints."
Howie wurde außerdem zur Zahlung von Kosten in Höhe von 90 £ sowie eines Opferzuschlags von 100 £ verurteilt.,Howie was also ordered to pay costs of £90 and a victim surcharge of £100.
"Speziell für Kinder gibt es einen Streichelzoo, Strohhüpfburg, Traktorfahren (unter Anleitung) und Traktor-Surfing.","Specially for children, there is a petting zoo, ""straw bouncy castle"", tractor driving (under supervision) and tractor surfing."
"Auch für die Kernstadt gelte, besonders nicht mobile Mitbürger müssten einen Briefkasten mit Sonntagsleerung auch fußläufig erreichen können.",It is also the case for the town centre that those citizens in particular who are not mobile must also be able to access a post box with a Sunday collection on foot.
"„Unsere Ermittlungen zu diesem Thema gehen weiter und wir kooperieren voll mit der FCA und anderen Regulierungsbehörden“, sagte die Bank vor zwei Wochen.","""Our ongoing inquiry into this matter continues and we are co-operating fully with the FCA and our other regulators,"" the bank said two weeks ago."
"Professor Georgio Vallortigara, ein Neurowissenschaftler der Universität Trient, sagte: „Beim Menschen ist gut bekannt, dass die linke und rechte Gehirnhälfte unterschiedlich auf Stimuli reagieren, die positive oder negative Emotionen hervorrufen.“","Prof Georgio Vallortigara, a neuroscientist from the University of Trento, said: ""It is very well known in humans that the left and right side of the brain are differently involved in stimuli that invokes positive or negative emotions."""
Auch in diesem Jahr wird am Namenstag des Heiligen Hubertus in der Pfarrkirche St. Marien an der Hülsbergstraße eine Hubertusmesse zelebriert.,"Once again this year, on Saint Hubert's day, a Hubert mass will be celebrated in the Parish of St. Marien on Hülsbergstrasse."
Alle Tickets behalten für diese Shows Gültigkeit.,All tickets remain valid for these shows.
Sie benötigen diese freien Verbindungen zur Arterhaltung.,They require these clear pathways in order to preserve their species.
Zum Abschluss wurde eine Tombola verlost.,To round off the morning there was a tombola.
"Pfandhäuser boomen in Singapur, da die Krise in der Mittelschicht angekommen ist",Pawnbrokers shine in Singapore as middle class feel the pinch
"Zwar könnte man innerhalb der Wohnung einen Treppenlift installieren, der ebenfalls mit Treppen gepflasterte Weg bis an die Wohnungstür wäre aber das weitaus größere Hindernis.","You could of course install a stair lift inside the apartment, but the cobbled path up to the door of the apartment, featuring a number of steps would be a much greater hindrance."
"Ihr Motto auf dem großen Plakat hieß ""Wir sind gegen Bauruinen"".","Their motto, on the large billboard stated ""We are against unfinished buildings""."
"Dadurch werden Kinder in die Lage versetzt, die Entscheidung selbst zu treffen.",It empowers children to make the decision for themselves.
"Noch vor zehn Jahren betrachtete die Medizin das Geschlecht als etwas, das man auslöschen und dann neu aufbauen könne.","And as little as a decade ago, the medical community thought of gender as a slate that could be erased and then redrawn."
"Analysten hatten einen Gewinn von 10 Cent pro Aktie und einen Umsatz von 4,56 Milliarden Dollar erwartet, so Thomson Reuters I/B/E/S.","Analysts had expected earnings of 10 cents per share and revenue of $4.56 billion, according to Thomson Reuters I/B/E/S."
"""Es besteht die Gefahr, dass zu einem späteren Zeitpunkt die Kompensation für Deutsche gestrichen wird"", sagte er.","""There is the risk that the compensation for Germans would be abolished at a later point in time,"" he said."
"Das ist kein Kampf, zu dem man kleine Kinder zu diesem Zeitpunkt zwingen sollte.",That is not a battle young children should have to take up at this point.
Parken in Frankfurt könnte bald empfindlich teurer werden.,Parking in Frankfurt could soon be noticeably more expensive.
"Er fiel nach dem Anschlag einen Monat lang ins Koma und „starb“ dreimal, während er an einem Lebenserhaltungssystem hing.","He lapsed into a month-long coma in the wake of the bombing, and ""died"" three times while on life support."
"Hare sagte Gail Furness, einer der Kommission assistierenden Anwältin, dass er von dem ersten Fall gewusst habe, den zweiten aber nicht gekannt habe.","Mr Hare told Gail Furness, counsel assisting the Commission, he knew about the first case but did not know about the second one."
"Wir freuen uns, diesen Weg in Partnerschaft mit Land Rover und der MSA eröffnen zu können und glauben, dass das Format neue Möglichkeiten erschließt, die verschiedenen Rally-Disziplinen in Großbritannien und dem Ausland zu erleben und Neulinge auf die Strapazen und die Wirklichkeit von Rally Raid vorzubereiten.","We're delighted to be offering this path in partnership with Land Rover and the MSA, and believe the format offers a new way to experience different rally disciplines in the UK and overseas, and prepare entrants for the rigours and realities of Rally Raid."
"Das weitere Vorgehen sieht vor, so Alexander Misok vom Bräunlinger Stadtbauamt, das Landesdenkmalamt in die Planungen mit einzubeziehen und ein Sanierungskonzept für die alte Mauer zu erstellen.","According to Alexander Misok of the Bräunlingen Municipal Planning and Building Control Authority, the ongoing procedure plans to involve the Regional Memorial Authority in the planning stage and to draw up a renovation concept for the old wall."
Sie maßen die Herzfrequenz der Vierbeiner und analysierten das Verhalten.,They measured the pets' heart rates and analysed their behaviour.
"Frontier verfügt über einen treuen Kundenstamm an seinem Sitz in Denver, doch das Geschäft schrumpft und das Unternehmen verliert Geld.","Frontier has a loyal base of customers in its home city of Denver, but its business is shrinking and losing money."
"Die Staatsanwaltschaft wirft ihnen vor, im Juni 2009 gemeinsam mit unbekannten Komplizen in Finowfurt auf drei Männer in einem Auto eingestochen und eingeschlagen zu haben.","The Public Prosecutor accused them of having stabbed and beaten three men in a car in Finowfurt, together with unknown accomplices."
"Bei den Damen war es Theresa Duelli vom Team Albtraum, die es ganz oben aufs Siegertreppchen schaffte.",In the ladies' race it was Theresa Duelli of Team Albtraum who managed to take top place on the podium.
"Als der Junge etwa 15 war, wechselte er zurück zum männlichen Geschlecht und heiratete eine Frau.","When the boy was around 15, he transitioned back to a boy and married a woman."
"Über einen Zeitraum von acht Monaten zwischen Januar und August 2011 versuchte er, unerlaubt Informationen über die Verhaftung zweier Männer im Auftrag von Scarborough und einem seiner Partner zu beschaffen.",Over an eight month period between January and August 2011 he sought to illicitly obtain information on the arrests of two men on behalf of Scarborough as well as one of his associates.
Sie bewegte keinen Muskel während ihrer Rettung – sie war wie steifgefroren.,She did not move a muscle during the rescue - she was frozen solid.
"""Die Rathausampel ist damals installiert worden, weil diese den Schulweg sichert"", erläuterte Eckert gestern.","""At the time, the Town Hall traffic lights were installed because this was a school route,"" explained Eckert yesterday."
"Wir sind allerdings immer an Entwicklungen bei Regelungen interessiert, von denen Passagiere profitieren können, und werden uns die FAA-Entscheidung sowie die Gründe dahinter sicherlich genau ansehen.","However, we are always interested in regulatory developments that could benefit passengers and we will certainly be taking a close look at the FAA's decision and the reasons behind it."
"Warum das Londoner Joch gegen das von Brüssel eintauschen, besonders jetzt?","Why trade London's yoke for that of Brussels, especially now?"
"Ja, haben die Gemeinderäte beschlossen.",The Town Councils have decided that the answer is yes.
Daniel Büttner ist eher der Expresso-Fan und Mirjam van der Stelt die Cappuccino-Trinkerin.,"Daniel Büttner is more of an espresso fan, while Mirjam van der Stelt is the cappuccino drinker."
"Nach mehr als drei Stunden Anhörung bedrängte Long Sebelius wiederholt mit der Frage, warum die „Architektin“ des Affordable Care Acts nicht freiwillig auf eine staatlich geförderte Versicherung verzichtet habe, um selber einen Tarif bei HealthCare.gov abzuschließen, den sie nun Millionen von Amerikanern verkaufen wolle.","More than three hours into the hearing, Long repeatedly pressed Sebelius on why the ""architect"" of the Affordable Care Act has not voluntarily forgone government-sponsored insurance to purchase a plan through HealthCare.gov, which she is now pitching to millions of Americans."
Patek kann gegen sein Urteil noch Berufung einlegen.,Patek may yet appeal his sentence.
Neuer Anti-Nikotin-Impfstoff könnte dem Vergnügen beim Rauchen den Garaus machen,New anti-nicotine vaccine could take the pleasure out of smoking
"Und auch das Geisingen von heute feiert 2014 Geburtstag, 1974 wurde die heutige Raumschaft mit den Eingemeindungen vollzogen.","And the Geisingen of today is also celebrating a birthday in 2014, as it was in 1974 that the incorporations to form the current region were completed."
Im Jahr 2011 gab Google ein anfängliches Gebot über 900 Millionen Dollar für die Nortel-Patente ab.,In 2011 Google placed an initial $900 million bid for Nortel's patents.
"""Wieso?"", frage ich mich.","""Why is this?"" I ask myself."
"Er gestand auch, sie geschlagen und vergewaltigt zu haben, jedoch bestritt er, für den Tod des Mädchens verantwortlich zu sein.","He also admitted to beating and raping her, however he denied being responsible for the death of the girl."
Der frühere US-Geheimdienstexperte Edward Snowden könnte in der US-Spähaffäre um Bundeskanzlerin Angela Merkel auch in seinem russischen Asyl Aussagen machen.,"The former US intelligence expert, Edward Snowden, may make further statements regarding the US espionage scandal involving Federal Chancellor, Angela Merkel, from his Russian asylum."
Die im Jahr 1908 als Bastion säkularer Bildung errichtete Universität von Kairo hat sich in den 1970er Jahren zu einer Hochburg islamistischer Studentengruppen entwickelt.,"Established in 1908 as a bastion of secular education, Cairo University later became a stronghold of Islamist student groups in the 1970s."
"Syrien habe wichtige Einrichtungen zur Herstellung von Chemiewaffen und Gitftgasmunition zerstört, erklärte die globale Überwachungsgruppe für Chemiewaffen am Donnerstag, während es im Norden des Landes zu schweren Zusammenstößen in der Nähe eines der Standorte kam, an denen mutmaßlich giftige Substanzen gelagert werden.","Syria has destroyed critical equipment for producing chemical weapons and poison gas munitions, the global chemical weapons watchdog said Thursday as fierce clashes raged in the country's north, close to one of the sites where toxic agents are believed to be stored."
"Ob ich mit 18 hätte verstehen sollen, dass die Regierungsarbeit den ihr vorangehenden politischen Kampagnen widersprechen könnte.","If, at 18 years old, I was supposed to figure out that governance may contradict the political campaigns that precede it."
"„Bei Alex Turner wurde eine Kehlkopfentzündung diagnostiziert, weshalb er leider nicht auftreten kann.“","""Alex Turner has been diagnosed with laryngitis and is regrettably not able to perform."""
"Andere erhalten Krücken, gespendete Brillen oder kostenlose Geburtsurkunden – ein Dokument, das für die Schule erforderlich ist, sich aber viele arme Familien einfach nicht leisten können.","Others might receive crutches, a pair of donated eyeglasses or free birth certificates -- documentation that's required for school but that many impoverished families simply can't afford."
Union und SPD haben ihre Koalitionsverhandlungen mit den Themen Inneres und Justiz fortgesetzt.,"Union and SPD have continued their coalition negotiations, addressing the topics of internal affairs and justice."
"Die Eltern des Teenagers sagten, sie hofften, dass die Videoaufzeichnungen Hinweise darauf enthielten, wie er gestorben sei.",The teenager's parents said they hope the video footage will contain clues to how he died.
"Die staatliche Mineralölsteuer von 18,4 Cent pro Gallone (weniger als 4 Eurocent pro Liter) ist seit 20 Jahren nicht gestiegen.","The federal tax itself, 18.4 cents per gallon, hasn't gone up in 20 years."
Die Feuerwehrleute waren großartig.,The firefighters were brilliant.
"Statt Burgern, Rühreiern oder Gummibären hinterherzutrauern, habe der Veganer schnell ganz neue Produkte entdeckt, die Begeisterung stieg an.","Rather than missing burgers, scrambled eggs or gummi bears, the vegan has quickly discovered entirely new products that really inspire him."
"Im Zentrum standen Handygespräche der Angeklagten und weiterer Personen, die die Polizei abgehört hatte.","The central point of focus was on mobile phone conversations between the accused and third parties, which the police had intercepted."
Der LAX-Flughafen von Los Angeles ist einer größten Flughafen der USA.,The Los Angeles LAX airport is one of the largest airports in the USA.
"„Unsere derzeitigen Richtlinien sehen vor, dass elektronische Geräte beim Start und der Landung nicht verwendet werden dürfen, und wir haben zurzeit keine Pläne, das zu ändern“, erklärte das Unternehmen.","""Our current policy is that electronic devices cannot be used during take-off and landing and we have no immediate plans to change that,"" it said."
"Zwei Ermittlungsbeamte folgten dem Verdächtigen und sahen, wie er zu Dittas Haus ging und dort die Drogen mit einer Reinheit von 60 Prozent in einem schwarzen Golfhandschuh unter die Mülltonne des Anwalts legte.",Two detectives trailed the suspect and spotted him arriving at Ditta's house in and was seen to place the drugs which had a purity of 60 per cent under the lawyer's bins in a black golf glove.
An der Bedeutung für die Stadt und den Fußballclub büßte die offizielle Einweihungsfeier für den Kunstrasensportplatz trotz der kalten Witterung und dem Regen nichts ein.,"The official inaugural ceremony for the astro-turf sports field did not wane in significance for the town and the football club, in spite of the cold weather and rain."
"Fluglinien bieten Passagieren schon seit einigen Jahren Wi-Fi, wenn die Flughöhe erreicht ist.",Airlines have been offering Wi-Fi use at cruising altitudes to passengers for several years.
