source,reference,hypothesis,chrf,bertscore_p,bertscore_r,bertscore_f1,glossary_hits,glossary_misses,capitalised_noun_count,separable_verb_count,error_category
"Mick Jagger erklärt, er habe Katy Perry nie angemacht, als sie 18 war.",Mick Jagger says he never hit on Katy Perry when she was 18.,Mick Jagger says he never turned on Katy Perry when she was 18.,86.96,0.9826,0.9843,0.9835,,,0,0,GOOD
"Der Knirps, der noch nicht einmal im Kindergarten ist und erst vor ein paar Monaten seine ersten Schritte gemacht hat, und sein Shetland-Pony Toffee trabten locker durch die drei Runden und holten den ersten Preis – wobei sie 30 erwachsene Gegner hinter sich ließen.","Not yet in school and just months on from taking his first steps, the toddler and his pet Shetland pony Toffee trotted through the three rounds with ease to take the top prize - leaving their 30 adult opponents trailing behind.","The knirp, who is not even in kindergarten and only took his first steps a few months ago, and his Shetland-Pony Toffee trotted loosely through the three rounds and won the first prize – leaving 30 adult opponents behind.",50.91,0.919,0.932,0.9255,,,6,0,GOOD
"Man darf gespannt sein, wie die Reaktionen auf der Südtribüne dann ausfallen.",It will be interesting to see the reactions in the south stand then.,One can be curious as to how the reactions in the South Tribune turn out.,37.41,0.9053,0.9303,0.9176,,,2,0,REVIEW
"Ich glaube, es ist denkbar, dass diese Daten zum gegenseitigen Nutzen verwendet werden.",I think it's conceivable that these data are used for mutual benefit.,I believe it is conceivable that these data will be used for mutual benefit.,75.64,0.98,0.9813,0.9807,,,2,0,GOOD
"""Ohne die Unterstützung der Arbeitgeber kann die daraus resultierende Belastung der Beschäftigten zu einer Beendigung des Arbeitsverhältnisses führen"", sagte Wolf.","""Without support from their employer, the resulting burden placed on employees could result in the termination of the employment contract,"" said Wolf.","""Without the support of employers, the resulting burden on employees can lead to the termination of the employment relationship,"" said Wolf.",65.7,0.9774,0.9697,0.9736,,,6,0,GOOD
"Nach dem Film gibt es Kaffee, Tee und Kuchen.","The film will be followed by coffee, tea and cake.","After the movie there is coffee, tea and cake.",44.91,0.963,0.9549,0.9589,,,4,0,GOOD
"Vertreter der deutschen Bundesanwaltschaft könnten entweder schriftlich Fragen stellen oder den 30-Jährigen auch persönlich in Russland treffen, meldete die Agentur Interfax.","Representatives of the German Federal Prosecutor's Office could either submit questions in writing or meet the 30-year-old in person in Russia, reported the Interfax Agency.","Representatives of the German Federal Prosecutor's Office could either ask questions in writing or meet the 30-year-old personally in Russia, reported the agency Interfax.",84.91,0.9836,0.9807,0.9821,,,5,0,GOOD
"Seine Storys haben Filmregisseure wie Ridley Scott, Paul Verhoeven und Steven Spielberg inspiriert.","His stories have inspired film producers such as Ridley Scott, Paul Verhoeven and Steven Spielberg.","His stories inspired film directors like Ridley Scott, Paul Verhoeven and Steven Spielberg.",73.65,0.9871,0.9795,0.9833,,,3,0,GOOD
"Der verstörte neunjährige Sohn des Mannes, der mit ihm nach Australien gekommen war, wird seit dem Tod seines Vaters am Mittwoch von einem erwachsenen Cousin betreut, der ebenfalls auf dem Boot war.",The man's distraught nine-year-old son travelled to Australia with him and has been comforted since the death of his father on Wednesday by an adult cousin who was also on the vessel.,The troubled nine-year-old son of the man who had come to Australia with him has been cared for by an adult cousin who was also on the boat since his father's death on Wednesday.,63.28,0.9417,0.95,0.9458,,,7,0,GOOD
"Mit ""Euclid"" hat die Esa auch hier bereits eine M-Mission bewilligt, deren Start für 2020 vorgesehen ist.","With ""Euclid"", the ESA has already approved an M-mission, planned to commence in 2020.","With ""Euclid"", the Esa has already granted an M mission here, whose launch is scheduled for 2020.",48.14,0.9393,0.9467,0.943,,,2,0,GOOD
Bei jeder Bewegung der Umschlaggeräte tönt ein schrilles Warngeräusch übers Gelände.,"With each movement of the handling machines, a shrill warning noise rings out over the site.","Every time the transshipment equipment moves, a shrill warning noise sounds over the terrain.",44.86,0.9405,0.9488,0.9446,,,4,0,GOOD
"Der YMCA NSW sei in der Zeit, als Jonathan Lord zwischen 2009 und 2011 dort beschäftigt war, keine für Kinder sichere Organisation gewesen, erklärte Professor Stephen Smallbone von der Griffith University, Experte für sexuellen Kindesmissbrauch, der Kommission.","YMCA NSW was not a child safe organisation at the time Jonathan Lord was employed between 2009 and 2011, child sex abuse expert Professor Stephen Smallbone of Griffith University told the commission.","The YMCA NSW was not a safe organisation for children when Jonathan Lord was employed there between 2009 and 2011, said Professor Stephen Smallbone of Griffith University, an expert on sexual child abuse, the Commission.",75.37,0.9457,0.9629,0.9542,,,8,0,GOOD
Viele Spieler habe ich selber noch in der A-Jugend trainiert.,I trained many of the players myself in the A-Youth.,Many players I have still trained myself in the A-Youth.,67.22,0.9505,0.9662,0.9583,,,2,0,GOOD
"Es weckt in mir die Sehnsucht nach den vielen Versprechen, die sich in Luft aufgelöst haben.",It makes me yearn for the many promises that disappeared.,It awakens in me the longing for the many promises that have vanished into thin air.,48.16,0.9302,0.9599,0.9448,,,3,0,GOOD
"Basharat Ditta, 42, versorgte Unterweltgröße Neil Scarborough mit sensiblen Informationen über Ermittlungen zu dessen Aktivitäten im Drogenhandel, nachdem er durch seine eigene Kokainsucht kompromittiert worden war.","Basharat Ditta, 42, would feed sensitive intelligence to crime lord Neil Scarbrough about inquiries into his drug trafficking activities after he became compromised by his cocaine habit.","Basharat Ditta, 42, provided underworld size Neil Scarborough with sensitive information about his drug trafficking activities after being compromised by his own cocaine addiction.",58.15,0.9445,0.9313,0.9378,,,8,0,GOOD
Palmer kritisierte auch die Verwendung von Bleistiften beim Markieren der Stimmzettel.,Mr Palmer also criticised the use of pencils to mark ballots.,Palmer also criticized the use of pencils when marking the ballot papers.,68.6,0.9657,0.9736,0.9696,,,5,0,GOOD
Bis zur Gerichtsverhandlung befand sie sich vor Ort in Polizeigewahrsam.,She was held in local police cells before the court hearing.,"Until the trial, she was in police custody on the spot.",26.14,0.9297,0.9351,0.9324,,,3,0,FLUENCY
Weiß er über das Telefon-Hacking Bescheid?,Does he know about phone hacking?,Does he know about the phone hacking?,87.64,0.9915,0.9956,0.9935,,,2,0,GOOD
"Mit 60 Jahren als Sänger ist Hubert Wermters Geschichte beim Männergesangverein Cäcilia fast doppelt so lange wie die des Herbsfestes, in dessen Rahmen er feierlich geehrt wurde.","Having been a singer for 60 years, Hubert Wermter's story with the Cäcilia Male Choral Society is almost twice as long as that of the Autumn Festival, during which he was ceremonially honoured.","At the age of 60, Hubert Wermter's story at the men's singing club Cäcilia is almost twice as long as that of the Herbsfest, in which he was solemnly honoured.",51.27,0.9482,0.9454,0.9468,,,5,0,GOOD
"Ein paar Pommes, eine Cola, ein Burger - und dann nix wie ab nach Hause und ins Bett!","A few chips, a coke, a burger - and then straight home and into bed!","A couple of fries, a coke, a burger - and then nothing like home and to bed!",58.67,0.9449,0.9571,0.951,,,3,0,GOOD
"Auch sei an dieser Stelle das Risiko einer Kollision des Zuges mit einem auf dem Übergang stehenden Fahrzeug deutlich geringer als an den anderen Bahnübergängen, weil sich direkt daneben der Haltepunkt Mitte befinde, zu dem eine gute Sichtverbindung bestehe.","At this point, the risk of a train collision with a vehicle positioned on the crossing is considerably lower than at other railway crossings, on account of the fact that there is a midpoint from which there is a good line of sight, directly alongside the stopping point.","At this point, the risk of a collision of the train with a vehicle standing on the transition is also significantly lower than at the other level crossings, because right next to it is the stop centre with a good visual connection.",45.65,0.9271,0.9253,0.9262,,,10,0,GOOD
Durchsagen wie diese wird es künftig am Flughafen Wien-Schwechat nicht mehr geben.,"In future, announcements such as this will no longer happen at Vienna International Airport.",There will be no announcements like this at Vienna-Schwechat Airport in the future.,41.63,0.9194,0.9563,0.9375,,,2,0,GOOD
Abends führt das Team einfache Operationen mit örtlicher Betäubung aus.,"In the evenings, the team will do simple surgeries with local anesthesia.","In the evening, the team performs simple operations with local anaesthetic.",53.32,0.9787,0.9766,0.9776,,,3,0,GOOD
NSA-Enthüllungen verstärken Firmenparanoia wegen staatlicher Überwachung,NSA revelations boost corporate paranoia about state surveillance,NSA revelations strengthen company paranoia due to state surveillance,60.5,0.9547,0.9664,0.9606,,,3,0,GOOD
"Sowohl Airbus als auch Boeing behaupten 20 Prozent mehr Effizienz pro Sitz bei ihren neuesten zweimotorigen Langstreckendesigns als der Marktführer in diesem Segment, die 365-sitzige Boeing 77-300ER.","Both Airbus and Boeing claim 20 per cent better efficiency per seat in their latest twin-engined long-haul designs than the market leader in that segment, the 365-seat Boeing 777-300ER.","Both Airbus and Boeing maintain 20 percent more efficiency per seat in their latest two-engine long-haul designs than the market leader in this segment, the 365-seat Boeing 77-300ER.",81.67,0.9785,0.974,0.9762,,,7,0,GOOD
"Zum Abschluss der Feierlichkeiten aus Anlass seines 160-jährigen Bestehens wird der Liederkranz Dunningen zwei Gottesdienste mit der ""Deutschen Messe"" von Franz Schubert umrahmen.","To close the celebrations on the occasion of its 160th anniversary, the Liederkranz Dunningen (Dunningen Amateur Choir, or Glee Club, if you like) will perform Franz Schubert's ""Deutsche Messe"" (German Mass) to accompany two church services.","At the end of the celebrations on the occasion of its 160th anniversary, the Liederkranz Dunningen will frame two services with the ""Deutsche Messe"" by Franz Schubert.",55.58,0.9463,0.9015,0.9234,,,8,0,GOOD
"""Das habe ich verboten"", erklärte er.","""I have banned it,"" he explained.","""I forbade that,"" he said.",20.53,0.954,0.953,0.9535,,,0,0,FLUENCY
Alles für ein unvergessliches Fest.,Everything you need for an unforgettable celebration.,Everything for an unforgettable celebration.,81.02,0.9785,0.9541,0.9661,,,1,0,GOOD
"Vor der Aktion der BI war ein Transparent mit der Botschaft ""Wir sind dafür"" angebracht worden.","Before the citizen's initiative project, a banner with the message ""We are in favour"" was put up.","Before the action of the BI a banner with the message ""We are for it"" had been installed.",46.67,0.9492,0.9418,0.9455,,,3,0,GOOD
Ägypten vereidigt ersten frei gewählten Präsidenten,Egypt swears in first freely elected president,Egypt sworn first freely elected president,81.47,0.9786,0.956,0.9672,,,1,0,GOOD
"„Je nach Zustand des Plans könnten wir die erweiterte Nutzung elektronischer Geräte sehr bald genehmigen“, gab die FAA in einer Verlautbarung bekannt.","""Depending on the condition of the plan, we could approve expanded use of electronic devices very soon,"" the FAA said in a statement.","""Depending on the state of the plan, we could approve the extended use of electronic devices very soon,"" the FAA announced in a statement.",79.93,0.9848,0.9875,0.9862,,,5,0,GOOD
"Die Entscheidung hat schmerzhafte Erinnerungen bei June Corteen geweckt, einer Mutter aus Perth, die ihre 39 Jahre alten Zwillingstöchter Jane und Jenny in der von Patek und seinen Mitverschwörern vor fast zehn Jahren angerichteten Verwüstung verloren hat.","The decision has reignited painful memories for Perth mother June Corteen, who lost her 39-year-old twin daughters Jane and Jenny in the destruction unleashed by Patek and his co-conspirators almost a decade ago.","The decision has awakened painful memories of June Corteen, a mother from Perth who lost her 39-year-old twin daughters Jane and Jenny in the devastation caused by Patek and his co-conspirators almost ten years ago.",74.74,0.9766,0.98,0.9783,,,9,0,GOOD
"Sie möchten nicht, dass wir ihnen diktieren, was sie profitabel macht.",They don't want us to dictate to them what makes them profitable.,They don't want us to dictate to them what makes them profitable.,100.0,1.0,1.0,1.0,,,0,0,GOOD
"Passagiere, die versuchten, diese zu umgehen, haben deshalb soviel wie möglich ins Handgepäck gestopft, was zur Folge hat, dass die Gepäckfächer über dem Sitz häufig überfüllt sind.","Passengers trying to avoid those fees have been stuffing as much as they can into carry-on baggage stashed in overhead bins, meaning those bins often run out of space.","Passengers who tried to bypass them have therefore stuffed as much as possible in hand luggage, which means that the luggage compartments above the seat are often overcrowded.",32.1,0.9129,0.9071,0.91,,,5,0,REVIEW
"Da wird am 2. November mit dem TV Baiersbronn, der sich in Nagold klar durchsetzen konnte, ein wesentlich leistungsstärkerer Gegner auf dem Feld stehen.","On 2 November, when they play TV Baiersbronn, who managed a clear victory in Nagold, they will step onto the court to face a much stronger opponent.","On November 2nd there will be a much more powerful opponent on the field with the TV Baiersbronn, which was able to assert itself clearly in Nagold.",41.96,0.9279,0.9293,0.9286,,,4,0,GOOD
"Eltern sollten nicht zögern, sich von ihrem Kinderarzt beraten zu lassen, wie sie mit ihrem Kind sprechen sollten.",Parents should not hesitate to get guidance from their pediatrician about how to talk with their child.,Parents should not hesitate to get advice from their pediatrician on how to talk to their child.,75.64,0.9934,0.9934,0.9934,,,3,0,GOOD
Schmeckt dir mein Essen nicht mehr?,Do you not like my food any more?,You don't like my food anymore?,73.28,0.9658,0.9643,0.965,,,1,0,GOOD
"Eine weitere Zeugin, bei der eine der Frauen am ganzen Körper blaue Flecken entdeckt hatte, habe bis heute keine Aussage gemacht.","A further witness, whereby one of the woman had suffered blue bruises all over her body, is yet to make a statement.","Another witness, in whom one of the women had found bruises all over her body, has not made any statement to this day.",54.92,0.9313,0.944,0.9376,,,5,0,GOOD
Konstanz: Radler fährt 63-Jährigen um,Konstanz: Cyclist knocks over 63-year-old man,Konstanz: Cyclists are driving around 63-year-olds,60.11,0.9483,0.9482,0.9482,,,0,0,GOOD
"Die Preise lagen zugedeckt auf einem Tisch und wurden humorvoll umschrieben, bevor sie an die Gewinner übergeben wurden.","The prizes were placed, covered, on a table and were humorously paraphrased prior to being presented to the winners.",The prizes were covered on a table and were humorously described before they were handed over to the winners.,56.43,0.955,0.9338,0.9443,,,3,0,GOOD
Nur eine Sekunde dahinter konnte sich der Routinier Ballerstedt den zweiten Platz in der Gesamtwertung sichern.,"Only one second later, the experienced Ballerstedt managed to take second place in the overall standings.","Only one second behind him, the Routinier Ballerstedt managed to secure second place in the overall standings.",71.36,0.9441,0.9675,0.9557,,,4,0,GOOD
"Nevada gehört zu einer Reihe von Bundesstaaten, die nun nach erschwinglicher Technologie Ausschau halten, mit der der Staat die gefahrenen Kilometer erfassen kann, aber nicht genau wann und wo.","Nevada is among several states now scrambling to find affordable technology that would allow the state to keep track of how many miles a car is being driven, but not exactly where and at what time.","Nevada is one of a number of states that are now looking for affordable technology that the state can use to capture the miles driven, but not exactly when and where.",48.62,0.9514,0.9425,0.947,,,6,0,GOOD
Präsident François Hollande empfing zwar am Donnerstag im Pariser Élysée-Palast Vereins- und Verbandsvertreter und hörte sich auch deren Klagen an.,"President François Hollande welcomed club and association representatives to Paris' Élysée Palace on Thursday, where he listened to their complaints.",President François Hollande welcomed members of the association and association representatives at the Élysée-Palast in Paris on Thursday and also listened to their complaints.,74.3,0.9395,0.9495,0.9445,,,5,0,GOOD
Howie wurde außerdem zur Zahlung von Kosten in Höhe von 90 £ sowie eines Opferzuschlags von 100 £ verurteilt.,Howie was also ordered to pay costs of £90 and a victim surcharge of £100.,Howie was also sentenced to pay £90 and a £100 victim's premium.,44.91,0.9484,0.937,0.9427,,,4,0,GOOD
"Speziell für Kinder gibt es einen Streichelzoo, Strohhüpfburg, Traktorfahren (unter Anleitung) und Traktor-Surfing.","Specially for children, there is a petting zoo, ""straw bouncy castle"", tractor driving (under supervision) and tractor surfing.","Especially for children there is a petting zoo, Strohhhüpfburg, tractor driving (under instruction) and tractor surfing.",69.34,0.9131,0.9436,0.9281,,,5,0,GOOD
"Auch für die Kernstadt gelte, besonders nicht mobile Mitbürger müssten einen Briefkasten mit Sonntagsleerung auch fußläufig erreichen können.",It is also the case for the town centre that those citizens in particular who are not mobile must also be able to access a post box with a Sunday collection on foot.,"Even for the core city, especially not mobile citizens would have to be able to reach a mailbox with Sunday emptying within walking distance.",35.28,0.9052,0.898,0.9016,,,4,0,REVIEW
"„Unsere Ermittlungen zu diesem Thema gehen weiter und wir kooperieren voll mit der FCA und anderen Regulierungsbehörden“, sagte die Bank vor zwei Wochen.","""Our ongoing inquiry into this matter continues and we are co-operating fully with the FCA and our other regulators,"" the bank said two weeks ago.","""Our investigation on this issue continues and we are fully cooperating with the FCA and other regulatory authorities,"" the bank said two weeks ago.",64.87,0.9759,0.9697,0.9728,,,5,0,GOOD
"Professor Georgio Vallortigara, ein Neurowissenschaftler der Universität Trient, sagte: „Beim Menschen ist gut bekannt, dass die linke und rechte Gehirnhälfte unterschiedlich auf Stimuli reagieren, die positive oder negative Emotionen hervorrufen.“","Prof Georgio Vallortigara, a neuroscientist from the University of Trento, said: ""It is very well known in humans that the left and right side of the brain are differently involved in stimuli that invokes positive or negative emotions.""","Professor Georgio Vallortigara, a neuroscientist at the University of Trento, said: ""It is well known to humans that the left and right brains react differently to stimuli that cause positive or negative emotions.",72.15,0.972,0.9621,0.967,,,7,0,GOOD
Auch in diesem Jahr wird am Namenstag des Heiligen Hubertus in der Pfarrkirche St. Marien an der Hülsbergstraße eine Hubertusmesse zelebriert.,"Once again this year, on Saint Hubert's day, a Hubert mass will be celebrated in the Parish of St. Marien on Hülsbergstrasse.","Also this year, a Hubertus Mass will be celebrated on the name day of Saint Hubertus in the parish church of St. Mary on Hülsbergstraße.",61.48,0.9443,0.9502,0.9472,,,5,0,GOOD
Alle Tickets behalten für diese Shows Gültigkeit.,All tickets remain valid for these shows.,All tickets remain valid for these shows.,100.0,1.0,1.0,1.0,,,2,0,GOOD
Sie benötigen diese freien Verbindungen zur Arterhaltung.,They require these clear pathways in order to preserve their species.,You need these free links to conservation.,14.91,0.8715,0.8647,0.8681,,,2,0,REVIEW
Zum Abschluss wurde eine Tombola verlost.,To round off the morning there was a tombola.,"Finally, a raffle was raffled.",11.67,0.8875,0.8922,0.8899,,,1,0,REVIEW
"Pfandhäuser boomen in Singapur, da die Krise in der Mittelschicht angekommen ist",Pawnbrokers shine in Singapore as middle class feel the pinch,"Pfandhäuser booming in Singapore, as the crisis has arrived in the middle class",42.25,0.8835,0.9227,0.9027,,,3,0,SEMANTIC
"Zwar könnte man innerhalb der Wohnung einen Treppenlift installieren, der ebenfalls mit Treppen gepflasterte Weg bis an die Wohnungstür wäre aber das weitaus größere Hindernis.","You could of course install a stair lift inside the apartment, but the cobbled path up to the door of the apartment, featuring a number of steps would be a much greater hindrance.","Although you could install a stair lift inside the apartment, the path paved with stairs to the apartment door would be the far greater obstacle.",49.94,0.9539,0.94,0.9469,,,6,0,GOOD
"Ihr Motto auf dem großen Plakat hieß ""Wir sind gegen Bauruinen"".","Their motto, on the large billboard stated ""We are against unfinished buildings"".","Their motto on the big poster was ""We are against building ruins"".",46.57,0.9638,0.9607,0.9622,,,3,0,GOOD
"Dadurch werden Kinder in die Lage versetzt, die Entscheidung selbst zu treffen.",It empowers children to make the decision for themselves.,This will enable children to make their own decisions.,47.5,0.9642,0.965,0.9646,,,3,0,GOOD
"Noch vor zehn Jahren betrachtete die Medizin das Geschlecht als etwas, das man auslöschen und dann neu aufbauen könne.","And as little as a decade ago, the medical community thought of gender as a slate that could be erased and then redrawn.","Ten years ago, medicine considered sex to be something that could be eradicated and then rebuilt.",37.19,0.9328,0.9074,0.9199,,,3,0,REVIEW
"Analysten hatten einen Gewinn von 10 Cent pro Aktie und einen Umsatz von 4,56 Milliarden Dollar erwartet, so Thomson Reuters I/B/E/S.","Analysts had expected earnings of 10 cents per share and revenue of $4.56 billion, according to Thomson Reuters I/B/E/S.","Analysts had expected earnings of 10 cents per share and revenues of 4.56 billion dollars, according to Thomson Reuters I/B/E/S.",91.11,0.9896,0.9914,0.9905,,,8,0,GOOD
"""Es besteht die Gefahr, dass zu einem späteren Zeitpunkt die Kompensation für Deutsche gestrichen wird"", sagte er.","""There is the risk that the compensation for Germans would be abolished at a later point in time,"" he said.","""There is a risk that the compensation for Germans will be cancelled at a later date,"" he said.",64.27,0.9818,0.9765,0.9792,,,4,0,GOOD
"Das ist kein Kampf, zu dem man kleine Kinder zu diesem Zeitpunkt zwingen sollte.",That is not a battle young children should have to take up at this point.,This is not a struggle to force young children at this time.,39.57,0.9249,0.904,0.9143,,,3,0,REVIEW
Parken in Frankfurt könnte bald empfindlich teurer werden.,Parking in Frankfurt could soon be noticeably more expensive.,Parking in Frankfurt could soon become more expensive.,77.9,0.9888,0.9746,0.9816,,,1,0,GOOD
"Er fiel nach dem Anschlag einen Monat lang ins Koma und „starb“ dreimal, während er an einem Lebenserhaltungssystem hing.","He lapsed into a month-long coma in the wake of the bombing, and ""died"" three times while on life support.","He fell into a coma for a month after the attack and ""died three times while hanging on to a life support system.",47.27,0.9411,0.9431,0.9421,,,4,0,GOOD
"Hare sagte Gail Furness, einer der Kommission assistierenden Anwältin, dass er von dem ersten Fall gewusst habe, den zweiten aber nicht gekannt habe.","Mr Hare told Gail Furness, counsel assisting the Commission, he knew about the first case but did not know about the second one.","Hare told Gail Furness, a lawyer assisting the Commission, that he knew about the first case but did not know the second.",77.27,0.968,0.968,0.968,,,3,0,GOOD
"Wir freuen uns, diesen Weg in Partnerschaft mit Land Rover und der MSA eröffnen zu können und glauben, dass das Format neue Möglichkeiten erschließt, die verschiedenen Rally-Disziplinen in Großbritannien und dem Ausland zu erleben und Neulinge auf die Strapazen und die Wirklichkeit von Rally Raid vorzubereiten.","We're delighted to be offering this path in partnership with Land Rover and the MSA, and believe the format offers a new way to experience different rally disciplines in the UK and overseas, and prepare entrants for the rigours and realities of Rally Raid.",We are pleased to be able to open this way in partnership with Land Rover and the MSA and believe that the format opens up new possibilities to experience the various rally disciplines in the UK and abroad and to prepare newcomers for the hardships and reality of Rally Raid.,60.72,0.9577,0.964,0.9609,,,10,0,GOOD
"Das weitere Vorgehen sieht vor, so Alexander Misok vom Bräunlinger Stadtbauamt, das Landesdenkmalamt in die Planungen mit einzubeziehen und ein Sanierungskonzept für die alte Mauer zu erstellen.","According to Alexander Misok of the Bräunlingen Municipal Planning and Building Control Authority, the ongoing procedure plans to involve the Regional Memorial Authority in the planning stage and to draw up a renovation concept for the old wall.","According to Alexander Misok of the Bräunlinger Stadtbauamt (Bräunlinger Stadtbauamt), the state monument office is included in the planning and to create a renovation concept for the old wall.",49.16,0.8919,0.9084,0.9001,,,6,0,SEMANTIC
Sie maßen die Herzfrequenz der Vierbeiner und analysierten das Verhalten.,They measured the pets' heart rates and analysed their behaviour.,They measured the heart rate of the quadrupeds and analyzed the behavior.,61.62,0.9402,0.9568,0.9484,,,3,0,GOOD
"Frontier verfügt über einen treuen Kundenstamm an seinem Sitz in Denver, doch das Geschäft schrumpft und das Unternehmen verliert Geld.","Frontier has a loyal base of customers in its home city of Denver, but its business is shrinking and losing money.","Frontier has a loyal customer base at its Denver headquarters, but the business is shrinking and the company is losing money.",63.74,0.974,0.9696,0.9718,,,6,0,GOOD
"Die Staatsanwaltschaft wirft ihnen vor, im Juni 2009 gemeinsam mit unbekannten Komplizen in Finowfurt auf drei Männer in einem Auto eingestochen und eingeschlagen zu haben.","The Public Prosecutor accused them of having stabbed and beaten three men in a car in Finowfurt, together with unknown accomplices.",The prosecution accused them of stabbing and beating three men in a car together with unknown accomplices in Finowfurt in June 2009.,66.61,0.9686,0.9738,0.9712,,,5,0,GOOD
"Bei den Damen war es Theresa Duelli vom Team Albtraum, die es ganz oben aufs Siegertreppchen schaffte.",In the ladies' race it was Theresa Duelli of Team Albtraum who managed to take top place on the podium.,With the ladies it was Theresa Duelli from the team nightmare who made it to the top of the podium.,47.36,0.9349,0.9135,0.924,,,4,0,GOOD
"Als der Junge etwa 15 war, wechselte er zurück zum männlichen Geschlecht und heiratete eine Frau.","When the boy was around 15, he transitioned back to a boy and married a woman.","When the boy was about 15, he moved back to the male sex and married a woman.",59.51,0.9454,0.9612,0.9533,,,3,0,GOOD
"Über einen Zeitraum von acht Monaten zwischen Januar und August 2011 versuchte er, unerlaubt Informationen über die Verhaftung zweier Männer im Auftrag von Scarborough und einem seiner Partner zu beschaffen.",Over an eight month period between January and August 2011 he sought to illicitly obtain information on the arrests of two men on behalf of Scarborough as well as one of his associates.,"Over an eight-month period between January and August 2011, he attempted to obtain unauthorized information about the arrest of two men on behalf of Scarborough and one of his partners.",66.06,0.9734,0.9648,0.9691,,,9,0,GOOD
Sie bewegte keinen Muskel während ihrer Rettung – sie war wie steifgefroren.,She did not move a muscle during the rescue - she was frozen solid.,She didn't move any muscle during her rescue – she was frozen like stiff.,60.76,0.9563,0.9743,0.9652,,,2,0,GOOD
"""Die Rathausampel ist damals installiert worden, weil diese den Schulweg sichert"", erläuterte Eckert gestern.","""At the time, the Town Hall traffic lights were installed because this was a school route,"" explained Eckert yesterday.","""The Rathausampel was installed at the time because it secures the school path,"" Eckert explained yesterday.",45.39,0.9227,0.9409,0.9317,,,2,0,GOOD
"Wir sind allerdings immer an Entwicklungen bei Regelungen interessiert, von denen Passagiere profitieren können, und werden uns die FAA-Entscheidung sowie die Gründe dahinter sicherlich genau ansehen.","However, we are always interested in regulatory developments that could benefit passengers and we will certainly be taking a close look at the FAA's decision and the reasons behind it.","However, we are always interested in developments in regulations from which passengers can benefit, and will certainly take a close look at the FAA decision and the reasons behind it.",74.73,0.9784,0.9824,0.9804,,,5,0,GOOD
"Warum das Londoner Joch gegen das von Brüssel eintauschen, besonders jetzt?","Why trade London's yoke for that of Brussels, especially now?","Why trade the London yoke for Brussels, especially now?",72.42,0.9825,0.9667,0.9745,,,1,0,GOOD
"Ja, haben die Gemeinderäte beschlossen.",The Town Councils have decided that the answer is yes.,"Yes, the councillors have decided.",37.41,0.9505,0.93,0.9402,,,1,0,FLUENCY
Daniel Büttner ist eher der Expresso-Fan und Mirjam van der Stelt die Cappuccino-Trinkerin.,"Daniel Büttner is more of an espresso fan, while Mirjam van der Stelt is the cappuccino drinker.",Daniel Büttner is more of an expresso fan and Mirjam van der Stelt is the cappuccino drinker.,85.07,0.989,0.9922,0.9906,,,4,0,GOOD
"Nach mehr als drei Stunden Anhörung bedrängte Long Sebelius wiederholt mit der Frage, warum die „Architektin“ des Affordable Care Acts nicht freiwillig auf eine staatlich geförderte Versicherung verzichtet habe, um selber einen Tarif bei HealthCare.gov abzuschließen, den sie nun Millionen von Amerikanern verkaufen wolle.","More than three hours into the hearing, Long repeatedly pressed Sebelius on why the ""architect"" of the Affordable Care Act has not voluntarily forgone government-sponsored insurance to purchase a plan through HealthCare.gov, which she is now pitching to millions of Americans.","After more than three hours of hearing, Long Sebelius repeatedly asked why the ""Architect"" of the Affordable Care Act had not voluntarily renounced state-sponsored insurance in order to conclude a tariff at HealthCare.gov, which she now wants to sell to millions of Americans.",65.11,0.9411,0.9452,0.9431,,,8,0,GOOD
Patek kann gegen sein Urteil noch Berufung einlegen.,Patek may yet appeal his sentence.,Patek can still appeal against his judgment.,30.98,0.9644,0.9718,0.9681,,,3,0,FLUENCY
Neuer Anti-Nikotin-Impfstoff könnte dem Vergnügen beim Rauchen den Garaus machen,New anti-nicotine vaccine could take the pleasure out of smoking,New anti-nicotine vaccine could make the pleasure of smoking go away,83.58,0.9748,0.9761,0.9755,,,4,0,GOOD
"Und auch das Geisingen von heute feiert 2014 Geburtstag, 1974 wurde die heutige Raumschaft mit den Eingemeindungen vollzogen.","And the Geisingen of today is also celebrating a birthday in 2014, as it was in 1974 that the incorporations to form the current region were completed.","And today's Geisingen is also celebrating its 2014 birthday, and in 1974 the present-day space with the incorporations was completed.",54.34,0.9338,0.9234,0.9286,,,4,0,GOOD
Im Jahr 2011 gab Google ein anfängliches Gebot über 900 Millionen Dollar für die Nortel-Patente ab.,In 2011 Google placed an initial $900 million bid for Nortel's patents.,"In 2011, Google made an initial bid for 900 million dollars for the Nortel patents.",57.58,0.9723,0.9772,0.9747,,,5,0,GOOD
"""Wieso?"", frage ich mich.","""Why is this?"" I ask myself.","""Why?"" I wonder.",14.72,0.968,0.9419,0.9548,,,1,0,FLUENCY
"Er gestand auch, sie geschlagen und vergewaltigt zu haben, jedoch bestritt er, für den Tod des Mädchens verantwortlich zu sein.","He also admitted to beating and raping her, however he denied being responsible for the death of the girl.","He also confessed to having beaten and raped her, but he denied being responsible for the girl's death.",57.81,0.9823,0.9865,0.9844,,,2,0,GOOD
